transcript_id	transcript
02882	He was a lovely man.
02883	People will have to be patient.
02884	I can't remember a lot of it.
02885	Instead, another depression came in.
02886	It is sometimes like that.
02887	The partners are looking for answers.
02888	I've had it for the exams.
02889	We feel very comfortable in this international environment.
02890	The error appeared in a warrant.
02891	They have now been banned from Celtic Park for life.
02892	Their season has been consigned to history.
02893	Maybe he has been away from British football for too long.
02894	Last weekend was extremely frustrating.
02895	Gary Parker is a favourite of mine.
02896	The allegations were still under investigation, he added.
02897	It is the only practical access for vehicles and men.
02898	So it was at Easter Road.
02899	A move to Manchester United would be tremendous.
02900	Absences should be carefully monitored.
02901	He is an extraordinary writer on so many levels.
02902	We just have to adapt.
02903	He was forced to quit.
02904	I was given no instructions by no-one.
02905	He removed the rubble with the help of passers-by.
02906	It is a good lifestyle.
02907	Our relationship has been very good.
02908	Nato has left them with no other option.
02909	Scottish Enterprise and the banks have been very supportive.
02910	I think the referee was good.
02911	I understand the medical concerns.
02912	Scotland will be an integral part of Abbey National.
02913	This was a unique election.
02914	They exist in name alone.
02915	We have reacted well to each other.
02916	Having guidelines in advance is helpful.
02917	Those three weeks are totally lost.
02918	She is in good spirits.
02919	As if that is an achievement.
02920	Mr Blair should be warned.
02921	There was a fossil on screen.
02922	Structural changes were also required.
02923	That was just one night.
02924	Millions of British jobs depend on Europe.
02925	Sloppy answers are to be avoided.
02926	That is an entirely unacceptable position.
02927	In addition, margins have been maintained.
02928	Such an appointment could go some way to reassure investors.
02929	Two years of building a business will go up in smoke.
02930	He said the director had been completely friendly.
02931	It's been a humbling year.
02932	Marconi is struggling against terrible market forces.
02933	It is all to do with the coaching.
02934	We are now working with full-time on future product.
02935	He is a very talented player.
02936	I would be surprised if he decided to give up.
02937	The protest will go ahead as planned.
02938	IT S all change at Kilmarnock.
02939	The business has expanded rapidly, however.
02940	But it's an enjoyable job.
02941	Finding suitable replacements would not be easy.
02942	Kingfisher reports interim figures tomorrow.
02943	Of course, it is a tough assignment.
02944	Jackie is passionate about Scotland.
02945	Further details are expected later.
02946	This season has been a mixture of frustration and fulfilment.
02947	I've come here for the jersey.
02948	The challenge for the industry is to capture and retain that talent.
02949	She replied, It could be.
02950	Allen is strong in every shape and form.
02951	Adventure is the champagne of life.
02952	We have expanded too quickly.
02953	I'd been out with my girlfriend and we were attacked.
02954	Boats and other equipment would be pooled.
02955	Stewart Ivory also declined to comment last night.
02956	The reviews were welcomed by business lobby groups.
02957	The latter can only account for a small proportion of calls.
02958	This comes down to a problem of arrogance.
02959	A winter of discontent awaits.
02960	I thought we were fantastic.
02961	It's going to be very closely watched.
02962	It is fairly specialised and mainly for the export of breeding animals.
02963	There is no internal damage.
02964	It could be done by experts and lawyers.
02965	Aberdeen had little to offer.
02966	It was a pre-emptive strike.
02967	This is a good incentive for both parties to conclude.
02968	We may need to take some very radical measures.
02969	Everyone can have their opinion.
02970	The best thing for me was to join the Army.
02971	Celtic are delaying the question of a new contract.
02972	Mr McLeod said he believed a solution would be reached.
02973	That should give me a chance.
02974	They have played their part.
02975	The company hopes to repeat the process in France.
02976	The Shadow Chancellor is away on holiday.
02977	I have been very nervous.
02978	There were also some interesting questions and answers.
02979	It wasn't about her singing, though.
02980	It is a triumphant performance, which defies the years.
02981	And they haven't taken the foot off the gas.
02982	Royal Bank declined to comment.
02983	Sentencing is due to take place tomorrow morning.
02984	Twaddle is a case in point.
02985	It will affect their work.
02986	Friends said he had suffered a blackout two weeks ago.
02987	I just felt that I was broken down.
02988	This is the version which appeared in our paper.
02989	Translation - we got it wrong.
02990	They had declined in each of the two preceding quarters.
02991	The wedding date has been set for Orlando in Florida in October.
02992	We can't give any figures for Edinburgh.
02993	Walker plans to return indoors.
02994	The actual increases will be announced next month.
02995	The scientific debate is dead.
02996	This would include the GM food industry.
02997	Corporate banking would be based in Edinburgh.
02998	He ended up a headmaster.
02999	That took about two years.
03000	He is obviously very dangerous.
03001	This should come as no surprise.
03002	It was launched in February last year.
03003	Commitment is released on Liberty.
03004	We have not been approached.
03005	Murray Johnstone will replace it.
03006	North African countries are also seen as potential customers.
